"","case","Applicant","Homeownership"
"953",953,"indiv","mortgage"
"954",954,"indiv","rent"
"955",955,"joint","rent"
"956",956,"joint","own"
"957",957,"joint","rent"
"958",958,"joint","own"
"959",959,"indiv","own"
"960",960,"indiv","rent"
"961",961,"indiv","rent"
"962",962,"indiv","rent"
"963",963,"indiv","rent"
"964",964,"joint","mortgage"
"965",965,"joint","mortgage"
"966",966,"indiv","mortgage"
"967",967,"joint","mortgage"
"968",968,"indiv","mortgage"
"969",969,"indiv","rent"
"970",970,"indiv","rent"
"971",971,"indiv","rent"
"972",972,"indiv","mortgage"
"973",973,"joint","mortgage"
"974",974,"indiv","rent"
"975",975,"joint","rent"
"976",976,"indiv","rent"
"977",977,"indiv","mortgage"
"978",978,"indiv","mortgage"
"979",979,"joint","mortgage"
"980",980,"indiv","rent"
"981",981,"indiv","mortgage"
"982",982,"indiv","mortgage"
"983",983,"indiv","own"
"984",984,"indiv","mortgage"
"985",985,"indiv","mortgage"
"986",986,"indiv","rent"
"987",987,"indiv","rent"
"988",988,"indiv","own"
"989",989,"indiv","own"
"990",990,"indiv","rent"
"991",991,"indiv","mortgage"
"992",992,"indiv","own"
"993",993,"indiv","mortgage"
"994",994,"indiv","own"
"995",995,"joint","mortgage"
"996",996,"joint","mortgage"
"997",997,"indiv","mortgage"
"998",998,"indiv","mortgage"
"999",999,"indiv","mortgage"
"1000",1000,"joint","mortgage"
"1001",1001,"indiv","mortgage"
"1002",1002,"joint","mortgage"
"1003",1003,"indiv","mortgage"
"1004",1004,"indiv","own"
"1005",1005,"indiv","mortgage"
"1006",1006,"indiv","rent"
"1007",1007,"indiv","mortgage"
"1008",1008,"indiv","rent"
"1009",1009,"indiv","rent"
"1010",1010,"indiv","rent"
"1011",1011,"indiv","rent"
"1012",1012,"indiv","rent"
"1013",1013,"indiv","mortgage"
"1014",1014,"indiv","rent"
"1015",1015,"indiv","rent"
"1016",1016,"indiv","rent"
"1017",1017,"joint","mortgage"
"1018",1018,"indiv","own"
"1019",1019,"indiv","mortgage"
"1020",1020,"indiv","rent"
"1021",1021,"joint","own"
"1022",1022,"indiv","rent"
"1023",1023,"joint","mortgage"
"1024",1024,"indiv","own"
"1025",1025,"joint","mortgage"
"1026",1026,"indiv","own"
"1027",1027,"indiv","rent"
"1028",1028,"indiv","own"
"1029",1029,"indiv","rent"
"1030",1030,"indiv","rent"
"1031",1031,"indiv","rent"
"1032",1032,"indiv","rent"
"1033",1033,"indiv","own"
"1034",1034,"indiv","rent"
"1035",1035,"indiv","mortgage"
"1036",1036,"indiv","mortgage"
"1037",1037,"indiv","own"
"1038",1038,"indiv","mortgage"
"1039",1039,"indiv","rent"
"1040",1040,"indiv","rent"
"1041",1041,"indiv","mortgage"
"1042",1042,"indiv","mortgage"
"1043",1043,"indiv","mortgage"
"1044",1044,"indiv","mortgage"
"1045",1045,"indiv","mortgage"
"1046",1046,"indiv","mortgage"
"1047",1047,"joint","rent"
"1048",1048,"indiv","rent"
"1049",1049,"indiv","mortgage"
"1050",1050,"indiv","mortgage"
"1051",1051,"indiv","mortgage"
"1052",1052,"indiv","mortgage"
"1053",1053,"indiv","rent"
"1054",1054,"indiv","mortgage"
"1055",1055,"indiv","rent"
"1056",1056,"indiv","mortgage"
"1057",1057,"joint","own"
"1058",1058,"indiv","own"
"1059",1059,"indiv","rent"
"1060",1060,"indiv","rent"
"1061",1061,"indiv","rent"
"1062",1062,"indiv","rent"
"1063",1063,"indiv","mortgage"
"1064",1064,"indiv","rent"
"1065",1065,"indiv","mortgage"
"1066",1066,"indiv","rent"
"1067",1067,"indiv","rent"
"1068",1068,"indiv","rent"
"1069",1069,"indiv","mortgage"
"1070",1070,"indiv","rent"
"1071",1071,"indiv","mortgage"
"1072",1072,"indiv","mortgage"
"1073",1073,"indiv","rent"
"1074",1074,"joint","mortgage"
"1075",1075,"indiv","mortgage"
"1076",1076,"indiv","rent"
"1077",1077,"indiv","own"
"1078",1078,"indiv","mortgage"
"1079",1079,"indiv","mortgage"
"1080",1080,"indiv","rent"
"1081",1081,"indiv","rent"
"1082",1082,"indiv","mortgage"
"1083",1083,"indiv","rent"
"1084",1084,"indiv","rent"
"1085",1085,"indiv","mortgage"
"1086",1086,"indiv","mortgage"
"1087",1087,"indiv","rent"
"1088",1088,"joint","rent"
"1089",1089,"indiv","rent"
"1090",1090,"indiv","rent"
"1091",1091,"indiv","rent"
"1092",1092,"indiv","rent"
"1093",1093,"indiv","rent"
"1094",1094,"indiv","rent"
"1095",1095,"indiv","rent"
"1096",1096,"indiv","rent"
"1097",1097,"indiv","own"
"1098",1098,"indiv","rent"
"1099",1099,"indiv","mortgage"
"1100",1100,"indiv","mortgage"
"1101",1101,"indiv","own"
"1102",1102,"indiv","own"
"1103",1103,"indiv","rent"
"1104",1104,"indiv","own"
"1105",1105,"indiv","mortgage"
"1106",1106,"indiv","mortgage"
"1107",1107,"indiv","rent"
"1108",1108,"indiv","mortgage"
"1109",1109,"indiv","mortgage"
"1110",1110,"indiv","mortgage"
"1111",1111,"indiv","rent"
"1112",1112,"indiv","rent"
"1113",1113,"indiv","rent"
"1114",1114,"indiv","own"
"1115",1115,"indiv","rent"
"1116",1116,"indiv","rent"
"1117",1117,"joint","rent"
"1118",1118,"indiv","mortgage"
"1119",1119,"indiv","mortgage"
"1120",1120,"indiv","rent"
"1121",1121,"indiv","rent"
"1122",1122,"indiv","rent"
"1123",1123,"joint","rent"
"1124",1124,"indiv","rent"
"1125",1125,"indiv","rent"
"1126",1126,"indiv","mortgage"
"1127",1127,"indiv","own"
"1128",1128,"indiv","rent"
"1129",1129,"indiv","own"
"1130",1130,"indiv","rent"
"1131",1131,"indiv","rent"
"1132",1132,"indiv","mortgage"
"1133",1133,"indiv","rent"
"1134",1134,"indiv","rent"
"1135",1135,"indiv","rent"
"1136",1136,"indiv","rent"
"1137",1137,"indiv","rent"
"1138",1138,"indiv","mortgage"
"1139",1139,"indiv","mortgage"
"1140",1140,"indiv","rent"
"1141",1141,"indiv","rent"
"1142",1142,"indiv","rent"
"1143",1143,"joint","mortgage"
"1144",1144,"indiv","mortgage"
"1145",1145,"indiv","rent"
"1146",1146,"indiv","own"
"1147",1147,"indiv","mortgage"
"1148",1148,"indiv","mortgage"
"1149",1149,"joint","mortgage"
"1150",1150,"indiv","mortgage"
"1151",1151,"indiv","rent"
"1152",1152,"indiv","rent"
"1153",1153,"indiv","mortgage"
"1154",1154,"joint","mortgage"
"1155",1155,"indiv","mortgage"
"1156",1156,"indiv","mortgage"
"1157",1157,"indiv","rent"
"1158",1158,"indiv","mortgage"
"1159",1159,"indiv","rent"
"1160",1160,"joint","rent"
"1161",1161,"indiv","mortgage"
"1162",1162,"indiv","mortgage"
"1163",1163,"indiv","mortgage"
"1164",1164,"indiv","mortgage"
"1165",1165,"joint","own"
"1166",1166,"indiv","mortgage"
"1167",1167,"indiv","own"
"1168",1168,"joint","mortgage"
"1169",1169,"indiv","mortgage"
"1170",1170,"indiv","rent"
"1171",1171,"joint","mortgage"
"1172",1172,"indiv","mortgage"
"1173",1173,"indiv","rent"
"1174",1174,"indiv","own"
"1175",1175,"indiv","mortgage"
"1176",1176,"indiv","mortgage"
"1177",1177,"indiv","rent"
"1178",1178,"indiv","mortgage"
"1179",1179,"joint","own"
"1180",1180,"indiv","rent"
"1181",1181,"indiv","rent"
"1182",1182,"indiv","mortgage"
"1183",1183,"indiv","rent"
"1184",1184,"indiv","rent"
"1185",1185,"indiv","mortgage"
"1186",1186,"joint","mortgage"
"1187",1187,"joint","own"
"1188",1188,"indiv","mortgage"
"1189",1189,"indiv","mortgage"
"1190",1190,"indiv","mortgage"
"1191",1191,"joint","mortgage"
"1192",1192,"indiv","mortgage"
"1193",1193,"indiv","rent"
"1194",1194,"joint","mortgage"
"1195",1195,"indiv","rent"
"1196",1196,"indiv","mortgage"
"1197",1197,"indiv","rent"
"1198",1198,"joint","rent"
"1199",1199,"indiv","rent"
"1200",1200,"indiv","rent"
"1201",1201,"indiv","rent"
"1202",1202,"indiv","rent"
"1203",1203,"indiv","mortgage"
"1204",1204,"indiv","mortgage"
"1205",1205,"indiv","rent"
"1206",1206,"indiv","rent"
"1207",1207,"indiv","rent"
"1208",1208,"joint","own"
"1209",1209,"indiv","mortgage"
"1210",1210,"joint","mortgage"
"1211",1211,"indiv","mortgage"
"1212",1212,"indiv","own"
"1213",1213,"indiv","rent"
"1214",1214,"indiv","rent"
"1215",1215,"indiv","mortgage"
"1216",1216,"indiv","mortgage"
"1217",1217,"indiv","rent"
"1218",1218,"indiv","own"
"1219",1219,"joint","rent"
"1220",1220,"indiv","mortgage"
"1221",1221,"indiv","mortgage"
"1222",1222,"indiv","mortgage"
"1223",1223,"indiv","rent"
"1224",1224,"indiv","own"
"1225",1225,"indiv","mortgage"
"1226",1226,"indiv","rent"
"1227",1227,"indiv","mortgage"
"1228",1228,"joint","mortgage"
"1229",1229,"indiv","mortgage"
"1230",1230,"indiv","mortgage"
"1231",1231,"indiv","mortgage"
"1232",1232,"indiv","mortgage"
"1233",1233,"indiv","rent"
"1234",1234,"indiv","rent"
"1235",1235,"indiv","rent"
"1236",1236,"indiv","mortgage"
"1237",1237,"indiv","rent"
"1238",1238,"indiv","rent"
"1239",1239,"indiv","own"
"1240",1240,"indiv","own"
"1241",1241,"indiv","mortgage"
"1242",1242,"indiv","rent"
"1243",1243,"indiv","mortgage"
"1244",1244,"indiv","mortgage"
"1245",1245,"indiv","rent"
"1246",1246,"indiv","rent"
"1247",1247,"indiv","mortgage"
"1248",1248,"indiv","rent"
"1249",1249,"indiv","mortgage"
"1250",1250,"indiv","rent"
"1251",1251,"indiv","mortgage"
"1252",1252,"joint","mortgage"
"1253",1253,"indiv","mortgage"
"1254",1254,"indiv","mortgage"
"1255",1255,"joint","mortgage"
"1256",1256,"indiv","mortgage"
"1257",1257,"indiv","rent"
"1258",1258,"indiv","mortgage"
"1259",1259,"joint","mortgage"
"1260",1260,"indiv","rent"
"1261",1261,"indiv","rent"
"1262",1262,"indiv","own"
"1263",1263,"indiv","mortgage"
"1264",1264,"indiv","rent"
"1265",1265,"indiv","own"
"1266",1266,"indiv","mortgage"
"1267",1267,"indiv","own"
"1268",1268,"indiv","mortgage"
"1269",1269,"indiv","own"
"1270",1270,"indiv","mortgage"
"1271",1271,"indiv","rent"
"1272",1272,"joint","mortgage"
"1273",1273,"indiv","mortgage"
"1274",1274,"indiv","rent"
"1275",1275,"indiv","rent"
"1276",1276,"indiv","rent"
"1277",1277,"joint","mortgage"
"1278",1278,"indiv","mortgage"
"1279",1279,"indiv","rent"
"1280",1280,"joint","mortgage"
"1281",1281,"indiv","mortgage"
"1282",1282,"indiv","own"
"1283",1283,"joint","own"
"1284",1284,"indiv","mortgage"
"1285",1285,"indiv","mortgage"
"1286",1286,"indiv","rent"
"1287",1287,"indiv","mortgage"
"1288",1288,"indiv","own"
"1289",1289,"indiv","mortgage"
"1290",1290,"indiv","mortgage"
"1291",1291,"indiv","rent"
"1292",1292,"indiv","mortgage"
"1293",1293,"indiv","rent"
"1294",1294,"indiv","rent"
"1295",1295,"joint","mortgage"
"1296",1296,"indiv","mortgage"
"1297",1297,"joint","own"
"1298",1298,"indiv","rent"
"1299",1299,"joint","rent"
"1300",1300,"indiv","rent"
"1301",1301,"indiv","mortgage"
"1302",1302,"indiv","rent"
"1303",1303,"indiv","own"
"1304",1304,"indiv","rent"
"1305",1305,"indiv","mortgage"
"1306",1306,"joint","mortgage"
"1307",1307,"indiv","mortgage"
"1308",1308,"indiv","mortgage"
"1309",1309,"indiv","rent"
"1310",1310,"joint","mortgage"
"1311",1311,"indiv","rent"
"1312",1312,"indiv","mortgage"
"1313",1313,"indiv","own"
"1314",1314,"indiv","mortgage"
"1315",1315,"indiv","mortgage"
"1316",1316,"indiv","own"
"1317",1317,"indiv","own"
"1318",1318,"indiv","rent"
"1319",1319,"indiv","mortgage"
"1320",1320,"indiv","rent"
"1321",1321,"indiv","own"
"1322",1322,"indiv","mortgage"
"1323",1323,"indiv","rent"
"1324",1324,"joint","mortgage"
"1325",1325,"indiv","rent"
"1326",1326,"indiv","own"
"1327",1327,"indiv","rent"
"1328",1328,"indiv","mortgage"
"1329",1329,"indiv","mortgage"
"1330",1330,"indiv","mortgage"
"1331",1331,"indiv","mortgage"
"1332",1332,"indiv","mortgage"
"1333",1333,"indiv","rent"
"1334",1334,"indiv","rent"
"1335",1335,"indiv","mortgage"
"1336",1336,"indiv","rent"
"1337",1337,"indiv","rent"
"1338",1338,"indiv","mortgage"
"1339",1339,"joint","own"
"1340",1340,"indiv","rent"
"1341",1341,"joint","rent"
"1342",1342,"joint","mortgage"
"1343",1343,"indiv","mortgage"
"1344",1344,"joint","mortgage"
"1345",1345,"indiv","mortgage"
"1346",1346,"indiv","rent"
"1347",1347,"joint","mortgage"
"1348",1348,"indiv","own"
"1349",1349,"indiv","own"
"1350",1350,"indiv","mortgage"
"1351",1351,"indiv","rent"
"1352",1352,"indiv","mortgage"
"1353",1353,"indiv","rent"
"1354",1354,"indiv","mortgage"
"1355",1355,"indiv","own"
"1356",1356,"indiv","mortgage"
"1357",1357,"indiv","mortgage"
"1358",1358,"joint","mortgage"
"1359",1359,"indiv","rent"
"1360",1360,"joint","rent"
"1361",1361,"joint","rent"
"1362",1362,"indiv","mortgage"
"1363",1363,"indiv","rent"
"1364",1364,"indiv","rent"
"1365",1365,"indiv","mortgage"
"1366",1366,"indiv","own"
"1367",1367,"indiv","rent"
"1368",1368,"indiv","mortgage"
"1369",1369,"indiv","rent"
"1370",1370,"indiv","rent"
"1371",1371,"indiv","mortgage"
"1372",1372,"indiv","rent"
"1373",1373,"indiv","own"
"1374",1374,"indiv","rent"
"1375",1375,"joint","mortgage"
"1376",1376,"indiv","own"
"1377",1377,"joint","mortgage"
"1378",1378,"indiv","mortgage"
"1379",1379,"indiv","mortgage"
"1380",1380,"indiv","rent"
"1381",1381,"indiv","mortgage"
"1382",1382,"indiv","rent"
"1383",1383,"indiv","mortgage"
"1384",1384,"indiv","rent"
"1385",1385,"indiv","mortgage"
"1386",1386,"indiv","rent"
"1387",1387,"indiv","mortgage"
"1388",1388,"indiv","rent"
"1389",1389,"indiv","mortgage"
"1390",1390,"indiv","rent"
"1391",1391,"indiv","mortgage"
"1392",1392,"indiv","mortgage"
"1393",1393,"joint","rent"
"1394",1394,"indiv","mortgage"
"1395",1395,"indiv","mortgage"
"1396",1396,"indiv","mortgage"
"1397",1397,"indiv","rent"
"1398",1398,"indiv","mortgage"
"1399",1399,"indiv","rent"
"1400",1400,"indiv","rent"
"1401",1401,"indiv","mortgage"
"1402",1402,"indiv","rent"
"1403",1403,"indiv","mortgage"
"1404",1404,"indiv","mortgage"
"1405",1405,"indiv","mortgage"
"1406",1406,"indiv","own"
"1407",1407,"indiv","rent"
"1408",1408,"indiv","rent"
"1409",1409,"indiv","rent"
"1410",1410,"indiv","rent"
"1411",1411,"indiv","mortgage"
"1412",1412,"indiv","mortgage"
"1413",1413,"joint","mortgage"
"1414",1414,"indiv","rent"
"1415",1415,"indiv","rent"
"1416",1416,"indiv","rent"
"1417",1417,"indiv","own"
"1418",1418,"indiv","mortgage"
"1419",1419,"joint","mortgage"
"1420",1420,"indiv","rent"
"1421",1421,"indiv","mortgage"
"1422",1422,"joint","own"
"1423",1423,"indiv","rent"
"1424",1424,"joint","rent"
"1425",1425,"indiv","mortgage"
"1426",1426,"indiv","mortgage"
"1427",1427,"indiv","own"
"1428",1428,"indiv","rent"
"1429",1429,"indiv","rent"
"1430",1430,"indiv","mortgage"
"1431",1431,"indiv","rent"
"1432",1432,"indiv","mortgage"
"1433",1433,"indiv","mortgage"
"1434",1434,"indiv","rent"
"1435",1435,"indiv","own"
"1436",1436,"indiv","mortgage"
"1437",1437,"indiv","mortgage"
"1438",1438,"joint","mortgage"
"1439",1439,"joint","mortgage"
"1440",1440,"indiv","own"
"1441",1441,"indiv","mortgage"
"1442",1442,"joint","mortgage"
"1443",1443,"joint","rent"
"1444",1444,"indiv","rent"
"1445",1445,"indiv","rent"
"1446",1446,"indiv","rent"
"1447",1447,"indiv","rent"
"1448",1448,"indiv","rent"
"1449",1449,"indiv","own"
"1450",1450,"indiv","mortgage"
"1451",1451,"indiv","rent"
"1452",1452,"indiv","mortgage"
"1453",1453,"joint","rent"
"1454",1454,"indiv","mortgage"
"1455",1455,"indiv","rent"
"1456",1456,"indiv","rent"
"1457",1457,"indiv","own"
"1458",1458,"indiv","mortgage"
"1459",1459,"indiv","mortgage"
"1460",1460,"indiv","rent"
"1461",1461,"indiv","rent"
"1462",1462,"joint","mortgage"
"1463",1463,"indiv","rent"
"1464",1464,"indiv","own"
"1465",1465,"indiv","rent"
"1466",1466,"indiv","own"
"1467",1467,"joint","mortgage"
"1468",1468,"indiv","mortgage"
"1469",1469,"indiv","mortgage"
"1470",1470,"indiv","mortgage"
"1471",1471,"indiv","mortgage"
"1472",1472,"indiv","own"
"1473",1473,"indiv","mortgage"
"1474",1474,"indiv","own"
"1475",1475,"indiv","rent"
"1476",1476,"indiv","rent"
"1477",1477,"joint","rent"
"1478",1478,"indiv","own"
"1479",1479,"indiv","mortgage"
"1480",1480,"indiv","rent"
"1481",1481,"indiv","rent"
"1482",1482,"joint","mortgage"
"1483",1483,"indiv","mortgage"
"1484",1484,"indiv","own"
"1485",1485,"joint","mortgage"
"1486",1486,"indiv","mortgage"
"1487",1487,"indiv","mortgage"
"1488",1488,"indiv","mortgage"
"1489",1489,"indiv","mortgage"
"1490",1490,"indiv","rent"
"1491",1491,"indiv","mortgage"
"1492",1492,"joint","mortgage"
"1493",1493,"indiv","mortgage"
"1494",1494,"indiv","mortgage"
"1495",1495,"indiv","own"
"1496",1496,"indiv","mortgage"
"1497",1497,"indiv","rent"
"1498",1498,"indiv","mortgage"
"1499",1499,"indiv","rent"
"1500",1500,"indiv","mortgage"
"1501",1501,"indiv","rent"
"1502",1502,"joint","mortgage"
"1503",1503,"joint","mortgage"
"1504",1504,"indiv","rent"
"1505",1505,"indiv","rent"
"1506",1506,"indiv","own"
"1507",1507,"indiv","mortgage"
"1508",1508,"indiv","rent"
"1509",1509,"indiv","mortgage"
"1510",1510,"indiv","rent"
"1511",1511,"indiv","mortgage"
"1512",1512,"indiv","mortgage"
"1513",1513,"indiv","own"
"1514",1514,"indiv","rent"
"1515",1515,"indiv","own"
"1516",1516,"indiv","mortgage"
"1517",1517,"indiv","mortgage"
"1518",1518,"indiv","rent"
"1519",1519,"indiv","rent"
"1520",1520,"indiv","mortgage"
"1521",1521,"indiv","rent"
"1522",1522,"indiv","mortgage"
"1523",1523,"indiv","mortgage"
"1524",1524,"joint","rent"
"1525",1525,"indiv","rent"
"1526",1526,"indiv","mortgage"
"1527",1527,"joint","mortgage"
"1528",1528,"indiv","mortgage"
"1529",1529,"indiv","rent"
"1530",1530,"indiv","mortgage"
"1531",1531,"joint","rent"
"1532",1532,"indiv","mortgage"
"1533",1533,"indiv","own"
"1534",1534,"indiv","own"
"1535",1535,"indiv","mortgage"
"1536",1536,"indiv","mortgage"
"1537",1537,"indiv","own"
"1538",1538,"indiv","rent"
"1539",1539,"indiv","own"
"1540",1540,"indiv","rent"
"1541",1541,"joint","rent"
"1542",1542,"indiv","rent"
"1543",1543,"indiv","mortgage"
"1544",1544,"indiv","rent"
"1545",1545,"indiv","rent"
"1546",1546,"joint","mortgage"
"1547",1547,"joint","mortgage"
"1548",1548,"indiv","mortgage"
"1549",1549,"joint","mortgage"
"1550",1550,"joint","mortgage"
"1551",1551,"indiv","mortgage"
"1552",1552,"indiv","rent"
"1553",1553,"indiv","mortgage"
"1554",1554,"indiv","own"
"1555",1555,"indiv","rent"
"1556",1556,"indiv","mortgage"
"1557",1557,"indiv","mortgage"
"1558",1558,"indiv","own"
"1559",1559,"indiv","own"
"1560",1560,"indiv","mortgage"
"1561",1561,"indiv","rent"
"1562",1562,"indiv","own"
"1563",1563,"indiv","own"
"1564",1564,"indiv","mortgage"
"1565",1565,"indiv","rent"
"1566",1566,"indiv","mortgage"
"1567",1567,"joint","mortgage"
"1568",1568,"indiv","mortgage"
"1569",1569,"indiv","own"
"1570",1570,"indiv","rent"
"1571",1571,"joint","mortgage"
"1572",1572,"indiv","rent"
"1573",1573,"indiv","rent"
"1574",1574,"indiv","rent"
"1575",1575,"indiv","mortgage"
"1576",1576,"indiv","own"
"1577",1577,"joint","rent"
"1578",1578,"indiv","mortgage"
"1579",1579,"indiv","rent"
"1580",1580,"indiv","mortgage"
"1581",1581,"indiv","mortgage"
"1582",1582,"indiv","rent"
"1583",1583,"indiv","mortgage"
"1584",1584,"indiv","mortgage"
"1585",1585,"joint","own"
"1586",1586,"indiv","mortgage"
"1587",1587,"indiv","rent"
"1588",1588,"indiv","rent"
"1589",1589,"indiv","rent"
"1590",1590,"indiv","rent"
"1591",1591,"indiv","mortgage"
"1592",1592,"joint","rent"
"1593",1593,"joint","own"
"1594",1594,"indiv","own"
"1595",1595,"indiv","rent"
"1596",1596,"indiv","own"
"1597",1597,"indiv","rent"
"1598",1598,"indiv","rent"
"1599",1599,"joint","mortgage"
"1600",1600,"joint","mortgage"
"1601",1601,"indiv","mortgage"
"1602",1602,"indiv","rent"
"1603",1603,"indiv","mortgage"
"1604",1604,"indiv","rent"
"1605",1605,"indiv","mortgage"
"1606",1606,"indiv","rent"
"1607",1607,"indiv","mortgage"
"1608",1608,"indiv","mortgage"
"1609",1609,"indiv","own"
"1610",1610,"indiv","own"
"1611",1611,"indiv","mortgage"
"1612",1612,"joint","mortgage"
"1613",1613,"indiv","rent"
"1614",1614,"indiv","mortgage"
"1615",1615,"indiv","mortgage"
"1616",1616,"indiv","rent"
"1617",1617,"indiv","mortgage"
"1618",1618,"indiv","rent"
"1619",1619,"indiv","rent"
"1620",1620,"indiv","mortgage"
"1621",1621,"indiv","rent"
"1622",1622,"joint","mortgage"
"1623",1623,"indiv","mortgage"
"1624",1624,"indiv","mortgage"
"1625",1625,"indiv","own"
"1626",1626,"indiv","rent"
"1627",1627,"indiv","rent"
"1628",1628,"indiv","rent"
"1629",1629,"indiv","rent"
"1630",1630,"indiv","rent"
"1631",1631,"indiv","own"
"1632",1632,"indiv","rent"
"1633",1633,"indiv","rent"
"1634",1634,"indiv","rent"
"1635",1635,"indiv","own"
"1636",1636,"joint","mortgage"
"1637",1637,"indiv","own"
"1638",1638,"joint","mortgage"
"1639",1639,"indiv","own"
"1640",1640,"indiv","rent"
"1641",1641,"indiv","mortgage"
"1642",1642,"indiv","rent"
"1643",1643,"indiv","rent"
