"Applicant" "Homeownership"
"1022" "indiv" "rent"
"1023" "joint" "mortgage"
"1024" "indiv" "own"
"1025" "joint" "mortgage"
"1026" "indiv" "own"
"1027" "indiv" "rent"
"1028" "indiv" "own"
"1029" "indiv" "rent"
"1030" "indiv" "rent"
"1031" "indiv" "rent"
"1032" "indiv" "rent"
"1033" "indiv" "own"
"1034" "indiv" "rent"
"1035" "indiv" "mortgage"
"1036" "indiv" "mortgage"
"1037" "indiv" "own"
"1038" "indiv" "mortgage"
"1039" "indiv" "rent"
"1040" "indiv" "rent"
"1041" "indiv" "mortgage"
"1042" "indiv" "mortgage"
"1043" "indiv" "mortgage"
"1044" "indiv" "mortgage"
"1045" "indiv" "mortgage"
"1046" "indiv" "mortgage"
"1047" "joint" "rent"
"1048" "indiv" "rent"
"1049" "indiv" "mortgage"
"1050" "indiv" "mortgage"
"1051" "indiv" "mortgage"
"1052" "indiv" "mortgage"
"1053" "indiv" "rent"
"1054" "indiv" "mortgage"
"1055" "indiv" "rent"
"1056" "indiv" "mortgage"
"1057" "joint" "own"
"1058" "indiv" "own"
"1059" "indiv" "rent"
"1060" "indiv" "rent"
"1061" "indiv" "rent"
"1062" "indiv" "rent"
"1063" "indiv" "mortgage"
"1064" "indiv" "rent"
"1065" "indiv" "mortgage"
"1066" "indiv" "rent"
"1067" "indiv" "rent"
"1068" "indiv" "rent"
"1069" "indiv" "mortgage"
"1070" "indiv" "rent"
"1071" "indiv" "mortgage"
"1072" "indiv" "mortgage"
"1073" "indiv" "rent"
"1074" "joint" "mortgage"
"1075" "indiv" "mortgage"
"1076" "indiv" "rent"
"1077" "indiv" "own"
"1078" "indiv" "mortgage"
"1079" "indiv" "mortgage"
"1080" "indiv" "rent"
"1081" "indiv" "rent"
"1082" "indiv" "mortgage"
"1083" "indiv" "rent"
"1084" "indiv" "rent"
"1085" "indiv" "mortgage"
"1086" "indiv" "mortgage"
"1087" "indiv" "rent"
"1088" "joint" "rent"
"1089" "indiv" "rent"
"1090" "indiv" "rent"
"1091" "indiv" "rent"
"1092" "indiv" "rent"
"1093" "indiv" "rent"
"1094" "indiv" "rent"
"1095" "indiv" "rent"
"1096" "indiv" "rent"
"1097" "indiv" "own"
"1098" "indiv" "rent"
"1099" "indiv" "mortgage"
"1100" "indiv" "mortgage"
"1101" "indiv" "own"
"1102" "indiv" "own"
"1103" "indiv" "rent"
"1104" "indiv" "own"
"1105" "indiv" "mortgage"
"1106" "indiv" "mortgage"
"1107" "indiv" "rent"
"1108" "indiv" "mortgage"
"1109" "indiv" "mortgage"
"1110" "indiv" "mortgage"
"1111" "indiv" "rent"
"1112" "indiv" "rent"
"1113" "indiv" "rent"
"1114" "indiv" "own"
"1115" "indiv" "rent"
"1116" "indiv" "rent"
"1117" "joint" "rent"
"1118" "indiv" "mortgage"
"1119" "indiv" "mortgage"
"1120" "indiv" "rent"
"1121" "indiv" "rent"
"1122" "indiv" "rent"
"1123" "joint" "rent"
"1124" "indiv" "rent"
"1125" "indiv" "rent"
"1126" "indiv" "mortgage"
"1127" "indiv" "own"
"1128" "indiv" "rent"
"1129" "indiv" "own"
"1130" "indiv" "rent"
"1131" "indiv" "rent"
"1132" "indiv" "mortgage"
"1133" "indiv" "rent"
"1134" "indiv" "rent"
"1135" "indiv" "rent"
"1136" "indiv" "rent"
"1137" "indiv" "rent"
"1138" "indiv" "mortgage"
"1139" "indiv" "mortgage"
"1140" "indiv" "rent"
"1141" "indiv" "rent"
"1142" "indiv" "rent"
"1143" "joint" "mortgage"
"1144" "indiv" "mortgage"
"1145" "indiv" "rent"
"1146" "indiv" "own"
"1147" "indiv" "mortgage"
"1148" "indiv" "mortgage"
"1149" "joint" "mortgage"
"1150" "indiv" "mortgage"
"1151" "indiv" "rent"
"1152" "indiv" "rent"
"1153" "indiv" "mortgage"
"1154" "joint" "mortgage"
"1155" "indiv" "mortgage"
"1156" "indiv" "mortgage"
"1157" "indiv" "rent"
"1158" "indiv" "mortgage"
"1159" "indiv" "rent"
"1160" "joint" "rent"
"1161" "indiv" "mortgage"
"1162" "indiv" "mortgage"
"1163" "indiv" "mortgage"
"1164" "indiv" "mortgage"
"1165" "joint" "own"
"1166" "indiv" "mortgage"
"1167" "indiv" "own"
"1168" "joint" "mortgage"
"1169" "indiv" "mortgage"
"1170" "indiv" "rent"
"1171" "joint" "mortgage"
"1172" "indiv" "mortgage"
"1173" "indiv" "rent"
"1174" "indiv" "own"
"1175" "indiv" "mortgage"
"1176" "indiv" "mortgage"
"1177" "indiv" "rent"
"1178" "indiv" "mortgage"
"1179" "joint" "own"
"1180" "indiv" "rent"
"1181" "indiv" "rent"
"1182" "indiv" "mortgage"
"1183" "indiv" "rent"
"1184" "indiv" "rent"
"1185" "indiv" "mortgage"
"1186" "joint" "mortgage"
"1187" "joint" "own"
"1188" "indiv" "mortgage"
"1189" "indiv" "mortgage"
"1190" "indiv" "mortgage"
"1191" "joint" "mortgage"
"1192" "indiv" "mortgage"
"1193" "indiv" "rent"
"1194" "joint" "mortgage"
"1195" "indiv" "rent"
"1196" "indiv" "mortgage"
"1197" "indiv" "rent"
"1198" "joint" "rent"
"1199" "indiv" "rent"
"1200" "indiv" "rent"
"1201" "indiv" "rent"
"1202" "indiv" "rent"
"1203" "indiv" "mortgage"
"1204" "indiv" "mortgage"
"1205" "indiv" "rent"
"1206" "indiv" "rent"
"1207" "indiv" "rent"
"1208" "joint" "own"
"1209" "indiv" "mortgage"
"1210" "joint" "mortgage"
"1211" "indiv" "mortgage"
"1212" "indiv" "own"
"1213" "indiv" "rent"
"1214" "indiv" "rent"
"1215" "indiv" "mortgage"
"1216" "indiv" "mortgage"
"1217" "indiv" "rent"
"1218" "indiv" "own"
"1219" "joint" "rent"
"1220" "indiv" "mortgage"
"1221" "indiv" "mortgage"
"1222" "indiv" "mortgage"
"1223" "indiv" "rent"
"1224" "indiv" "own"
"1225" "indiv" "mortgage"
"1226" "indiv" "rent"
"1227" "indiv" "mortgage"
"1228" "joint" "mortgage"
"1229" "indiv" "mortgage"
"1230" "indiv" "mortgage"
"1231" "indiv" "mortgage"
"1232" "indiv" "mortgage"
"1233" "indiv" "rent"
"1234" "indiv" "rent"
"1235" "indiv" "rent"
"1236" "indiv" "mortgage"
"1237" "indiv" "rent"
"1238" "indiv" "rent"
"1239" "indiv" "own"
"1240" "indiv" "own"
"1241" "indiv" "mortgage"
"1242" "indiv" "rent"
"1243" "indiv" "mortgage"
"1244" "indiv" "mortgage"
"1245" "indiv" "rent"
"1246" "indiv" "rent"
"1247" "indiv" "mortgage"
"1248" "indiv" "rent"
"1249" "indiv" "mortgage"
"1250" "indiv" "rent"
"1251" "indiv" "mortgage"
"1252" "joint" "mortgage"
"1253" "indiv" "mortgage"
"1254" "indiv" "mortgage"
"1255" "joint" "mortgage"
"1256" "indiv" "mortgage"
"1257" "indiv" "rent"
"1258" "indiv" "mortgage"
"1259" "joint" "mortgage"
"1260" "indiv" "rent"
"1261" "indiv" "rent"
"1262" "indiv" "own"
"1263" "indiv" "mortgage"
"1264" "indiv" "rent"
"1265" "indiv" "own"
"1266" "indiv" "mortgage"
"1267" "indiv" "own"
"1268" "indiv" "mortgage"
"1269" "indiv" "own"
"1270" "indiv" "mortgage"
"1271" "indiv" "rent"
"1272" "joint" "mortgage"
"1273" "indiv" "mortgage"
"1274" "indiv" "rent"
"1275" "indiv" "rent"
"1276" "indiv" "rent"
"1277" "joint" "mortgage"
"1278" "indiv" "mortgage"
"1279" "indiv" "rent"
"1280" "joint" "mortgage"
"1281" "indiv" "mortgage"
"1282" "indiv" "own"
"1283" "joint" "own"
"1284" "indiv" "mortgage"
"1285" "indiv" "mortgage"
"1286" "indiv" "rent"
"1287" "indiv" "mortgage"
"1288" "indiv" "own"
"1289" "indiv" "mortgage"
"1290" "indiv" "mortgage"
"1291" "indiv" "rent"
"1292" "indiv" "mortgage"
"1293" "indiv" "rent"
"1294" "indiv" "rent"
"1295" "joint" "mortgage"
"1296" "indiv" "mortgage"
"1297" "joint" "own"
"1298" "indiv" "rent"
"1299" "joint" "rent"
"1300" "indiv" "rent"
"1301" "indiv" "mortgage"
"1302" "indiv" "rent"
"1303" "indiv" "own"
"1304" "indiv" "rent"
"1305" "indiv" "mortgage"
"1306" "joint" "mortgage"
"1307" "indiv" "mortgage"
"1308" "indiv" "mortgage"
"1309" "indiv" "rent"
"1310" "joint" "mortgage"
"1311" "indiv" "rent"
"1312" "indiv" "mortgage"
"1313" "indiv" "own"
"1314" "indiv" "mortgage"
"1315" "indiv" "mortgage"
"1316" "indiv" "own"
"1317" "indiv" "own"
"1318" "indiv" "rent"
"1319" "indiv" "mortgage"
"1320" "indiv" "rent"
"1321" "indiv" "own"
"1322" "indiv" "mortgage"
"1323" "indiv" "rent"
"1324" "joint" "mortgage"
"1325" "indiv" "rent"
"1326" "indiv" "own"
"1327" "indiv" "rent"
"1328" "indiv" "mortgage"
"1329" "indiv" "mortgage"
"1330" "indiv" "mortgage"
"1331" "indiv" "mortgage"
"1332" "indiv" "mortgage"
"1333" "indiv" "rent"
"1334" "indiv" "rent"
"1335" "indiv" "mortgage"
"1336" "indiv" "rent"
"1337" "indiv" "rent"
"1338" "indiv" "mortgage"
"1339" "joint" "own"
"1340" "indiv" "rent"
"1341" "joint" "rent"
"1342" "joint" "mortgage"
"1343" "indiv" "mortgage"
"1344" "joint" "mortgage"
"1345" "indiv" "mortgage"
"1346" "indiv" "rent"
"1347" "joint" "mortgage"
"1348" "indiv" "own"
"1349" "indiv" "own"
"1350" "indiv" "mortgage"
"1351" "indiv" "rent"
"1352" "indiv" "mortgage"
"1353" "indiv" "rent"
"1354" "indiv" "mortgage"
"1355" "indiv" "own"
"1356" "indiv" "mortgage"
"1357" "indiv" "mortgage"
"1358" "joint" "mortgage"
"1359" "indiv" "rent"
"1360" "joint" "rent"
"1361" "joint" "rent"
"1362" "indiv" "mortgage"
"1363" "indiv" "rent"
"1364" "indiv" "rent"
"1365" "indiv" "mortgage"
"1366" "indiv" "own"
"1367" "indiv" "rent"
"1368" "indiv" "mortgage"
"1369" "indiv" "rent"
"1370" "indiv" "rent"
"1371" "indiv" "mortgage"
"1372" "indiv" "rent"
"1373" "indiv" "own"
"1374" "indiv" "rent"
"1375" "joint" "mortgage"
"1376" "indiv" "own"
"1377" "joint" "mortgage"
"1378" "indiv" "mortgage"
"1379" "indiv" "mortgage"
"1380" "indiv" "rent"
"1381" "indiv" "mortgage"
"1382" "indiv" "rent"
"1383" "indiv" "mortgage"
"1384" "indiv" "rent"
"1385" "indiv" "mortgage"
"1386" "indiv" "rent"
"1387" "indiv" "mortgage"
"1388" "indiv" "rent"
"1389" "indiv" "mortgage"
"1390" "indiv" "rent"
"1391" "indiv" "mortgage"
"1392" "indiv" "mortgage"
"1393" "joint" "rent"
"1394" "indiv" "mortgage"
"1395" "indiv" "mortgage"
"1396" "indiv" "mortgage"
"1397" "indiv" "rent"
"1398" "indiv" "mortgage"
"1399" "indiv" "rent"
"1400" "indiv" "rent"
"1401" "indiv" "mortgage"
"1402" "indiv" "rent"
"1403" "indiv" "mortgage"
"1404" "indiv" "mortgage"
"1405" "indiv" "mortgage"
"1406" "indiv" "own"
"1407" "indiv" "rent"
"1408" "indiv" "rent"
"1409" "indiv" "rent"
"1410" "indiv" "rent"
"1411" "indiv" "mortgage"
"1412" "indiv" "mortgage"
"1413" "joint" "mortgage"
"1414" "indiv" "rent"
"1415" "indiv" "rent"
"1416" "indiv" "rent"
"1417" "indiv" "own"
"1418" "indiv" "mortgage"
"1419" "joint" "mortgage"
"1420" "indiv" "rent"
"1421" "indiv" "mortgage"
"1422" "joint" "own"
"1423" "indiv" "rent"
"1424" "joint" "rent"
"1425" "indiv" "mortgage"
"1426" "indiv" "mortgage"
"1427" "indiv" "own"
"1428" "indiv" "rent"
"1429" "indiv" "rent"
"1430" "indiv" "mortgage"
"1431" "indiv" "rent"
"1432" "indiv" "mortgage"
"1433" "indiv" "mortgage"
"1434" "indiv" "rent"
"1435" "indiv" "own"
"1436" "indiv" "mortgage"
"1437" "indiv" "mortgage"
"1438" "joint" "mortgage"
"1439" "joint" "mortgage"
"1440" "indiv" "own"
"1441" "indiv" "mortgage"
"1442" "joint" "mortgage"
"1443" "joint" "rent"
"1444" "indiv" "rent"
"1445" "indiv" "rent"
"1446" "indiv" "rent"
"1447" "indiv" "rent"
"1448" "indiv" "rent"
"1449" "indiv" "own"
"1450" "indiv" "mortgage"
"1451" "indiv" "rent"
"1452" "indiv" "mortgage"
"1453" "joint" "rent"
"1454" "indiv" "mortgage"
"1455" "indiv" "rent"
"1456" "indiv" "rent"
"1457" "indiv" "own"
"1458" "indiv" "mortgage"
"1459" "indiv" "mortgage"
"1460" "indiv" "rent"
"1461" "indiv" "rent"
"1462" "joint" "mortgage"
"1463" "indiv" "rent"
"1464" "indiv" "own"
"1465" "indiv" "rent"
"1466" "indiv" "own"
"1467" "joint" "mortgage"
"1468" "indiv" "mortgage"
"1469" "indiv" "mortgage"
"1470" "indiv" "mortgage"
"1471" "indiv" "mortgage"
"1472" "indiv" "own"
"1473" "indiv" "mortgage"
"1474" "indiv" "own"
"1475" "indiv" "rent"
"1476" "indiv" "rent"
"1477" "joint" "rent"
"1478" "indiv" "own"
"1479" "indiv" "mortgage"
"1480" "indiv" "rent"
"1481" "indiv" "rent"
"1482" "joint" "mortgage"
"1483" "indiv" "mortgage"
"1484" "indiv" "own"
"1485" "joint" "mortgage"
"1486" "indiv" "mortgage"
"1487" "indiv" "mortgage"
"1488" "indiv" "mortgage"
"1489" "indiv" "mortgage"
"1490" "indiv" "rent"
"1491" "indiv" "mortgage"
"1492" "joint" "mortgage"
"1493" "indiv" "mortgage"
"1494" "indiv" "mortgage"
"1495" "indiv" "own"
"1496" "indiv" "mortgage"
"1497" "indiv" "rent"
"1498" "indiv" "mortgage"
"1499" "indiv" "rent"
"1500" "indiv" "mortgage"
"1501" "indiv" "rent"
"1502" "joint" "mortgage"
"1503" "joint" "mortgage"
"1504" "indiv" "rent"
"1505" "indiv" "rent"
"1506" "indiv" "own"
"1507" "indiv" "mortgage"
"1508" "indiv" "rent"
"1509" "indiv" "mortgage"
"1510" "indiv" "rent"
"1511" "indiv" "mortgage"
"1512" "indiv" "mortgage"
"1513" "indiv" "own"
"1514" "indiv" "rent"
"1515" "indiv" "own"
"1516" "indiv" "mortgage"
"1517" "indiv" "mortgage"
"1518" "indiv" "rent"
"1519" "indiv" "rent"
"1520" "indiv" "mortgage"
"1521" "indiv" "rent"
"1522" "indiv" "mortgage"
"1523" "indiv" "mortgage"
"1524" "joint" "rent"
"1525" "indiv" "rent"
"1526" "indiv" "mortgage"
"1527" "joint" "mortgage"
"1528" "indiv" "mortgage"
"1529" "indiv" "rent"
"1530" "indiv" "mortgage"
"1531" "joint" "rent"
"1532" "indiv" "mortgage"
"1533" "indiv" "own"
"1534" "indiv" "own"
"1535" "indiv" "mortgage"
"1536" "indiv" "mortgage"
"1537" "indiv" "own"
"1538" "indiv" "rent"
"1539" "indiv" "own"
"1540" "indiv" "rent"
"1541" "joint" "rent"
"1542" "indiv" "rent"
"1543" "indiv" "mortgage"
"1544" "indiv" "rent"
"1545" "indiv" "rent"
"1546" "joint" "mortgage"
"1547" "joint" "mortgage"
"1548" "indiv" "mortgage"
"1549" "joint" "mortgage"
"1550" "joint" "mortgage"
"1551" "indiv" "mortgage"
"1552" "indiv" "rent"
"1553" "indiv" "mortgage"
"1554" "indiv" "own"
"1555" "indiv" "rent"
"1556" "indiv" "mortgage"
"1557" "indiv" "mortgage"
"1558" "indiv" "own"
"1559" "indiv" "own"
"1560" "indiv" "mortgage"
"1561" "indiv" "rent"
"1562" "indiv" "own"
"1563" "indiv" "own"
"1564" "indiv" "mortgage"
"1565" "indiv" "rent"
"1566" "indiv" "mortgage"
"1567" "joint" "mortgage"
"1568" "indiv" "mortgage"
"1569" "indiv" "own"
"1570" "indiv" "rent"
"1571" "joint" "mortgage"
"1572" "indiv" "rent"
"1573" "indiv" "rent"
"1574" "indiv" "rent"
"1575" "indiv" "mortgage"
"1576" "indiv" "own"
"1577" "joint" "rent"
"1578" "indiv" "mortgage"
"1579" "indiv" "rent"
"1580" "indiv" "mortgage"
"1581" "indiv" "mortgage"
"1582" "indiv" "rent"
"1583" "indiv" "mortgage"
"1584" "indiv" "mortgage"
"1585" "joint" "own"
"1586" "indiv" "mortgage"
"1587" "indiv" "rent"
"1588" "indiv" "rent"
"1589" "indiv" "rent"
"1590" "indiv" "rent"
"1591" "indiv" "mortgage"
"1592" "joint" "rent"
"1593" "joint" "own"
"1594" "indiv" "own"
"1595" "indiv" "rent"
"1596" "indiv" "own"
"1597" "indiv" "rent"
"1598" "indiv" "rent"
"1599" "joint" "mortgage"
"1600" "joint" "mortgage"
"1601" "indiv" "mortgage"
"1602" "indiv" "rent"
"1603" "indiv" "mortgage"
"1604" "indiv" "rent"
"1605" "indiv" "mortgage"
"1606" "indiv" "rent"
"1607" "indiv" "mortgage"
"1608" "indiv" "mortgage"
"1609" "indiv" "own"
"1610" "indiv" "own"
"1611" "indiv" "mortgage"
"1612" "joint" "mortgage"
"1613" "indiv" "rent"
"1614" "indiv" "mortgage"
"1615" "indiv" "mortgage"
"1616" "indiv" "rent"
"1617" "indiv" "mortgage"
"1618" "indiv" "rent"
"1619" "indiv" "rent"
"1620" "indiv" "mortgage"
"1621" "indiv" "rent"
"1622" "joint" "mortgage"
"1623" "indiv" "mortgage"
"1624" "indiv" "mortgage"
"1625" "indiv" "own"
"1626" "indiv" "rent"
"1627" "indiv" "rent"
"1628" "indiv" "rent"
"1629" "indiv" "rent"
"1630" "indiv" "rent"
"1631" "indiv" "own"
"1632" "indiv" "rent"
"1633" "indiv" "rent"
"1634" "indiv" "rent"
"1635" "indiv" "own"
"1636" "joint" "mortgage"
"1637" "indiv" "own"
"1638" "joint" "mortgage"
"1639" "indiv" "own"
"1640" "indiv" "rent"
"1641" "indiv" "mortgage"
"1642" "indiv" "rent"
"1643" "indiv" "rent"
"1644" "indiv" "mortgage"
"1645" "indiv" "rent"
"1646" "indiv" "mortgage"
"1647" "indiv" "own"
"1648" "indiv" "mortgage"
"1649" "indiv" "mortgage"
"1650" "indiv" "mortgage"
"1651" "indiv" "mortgage"
"1652" "joint" "mortgage"
"1653" "indiv" "mortgage"
"1654" "indiv" "rent"
"1655" "indiv" "rent"
"1656" "indiv" "mortgage"
"1657" "indiv" "mortgage"
"1658" "indiv" "own"
"1659" "joint" "rent"
"1660" "joint" "own"
"1661" "indiv" "rent"
"1662" "indiv" "rent"
"1663" "indiv" "own"
"1664" "indiv" "mortgage"
"1665" "joint" "mortgage"
"1666" "indiv" "mortgage"
"1667" "indiv" "own"
"1668" "indiv" "mortgage"
"1669" "indiv" "rent"
"1670" "indiv" "own"
"1671" "indiv" "mortgage"
"1672" "indiv" "rent"
"1673" "indiv" "rent"
"1674" "joint" "mortgage"
"1675" "indiv" "own"
"1676" "indiv" "rent"
"1677" "indiv" "rent"
"1678" "indiv" "mortgage"
"1679" "indiv" "rent"
"1680" "indiv" "rent"
"1681" "indiv" "rent"
"1682" "indiv" "rent"
"1683" "indiv" "mortgage"
"1684" "indiv" "mortgage"
"1685" "indiv" "rent"
"1686" "indiv" "mortgage"
"1687" "indiv" "rent"
"1688" "indiv" "mortgage"
"1689" "indiv" "mortgage"
"1690" "joint" "mortgage"
"1691" "indiv" "rent"
"1692" "indiv" "mortgage"
"1693" "indiv" "mortgage"
"1694" "indiv" "rent"
"1695" "indiv" "mortgage"
"1696" "indiv" "mortgage"
"1697" "indiv" "rent"
"1698" "indiv" "mortgage"
"1699" "joint" "mortgage"
"1700" "indiv" "mortgage"
"1701" "indiv" "mortgage"
"1702" "indiv" "rent"
"1703" "indiv" "rent"
"1704" "joint" "mortgage"
"1705" "joint" "mortgage"
"1706" "indiv" "mortgage"
"1707" "indiv" "rent"
"1708" "indiv" "rent"
"1709" "joint" "own"
"1710" "joint" "mortgage"
"1711" "indiv" "mortgage"
"1712" "joint" "mortgage"
"1713" "indiv" "mortgage"
"1714" "indiv" "mortgage"
"1715" "indiv" "mortgage"
"1716" "indiv" "mortgage"
"1717" "joint" "mortgage"
"1718" "indiv" "own"
"1719" "indiv" "mortgage"
"1720" "indiv" "mortgage"
"1721" "indiv" "mortgage"
"1722" "indiv" "mortgage"
"1723" "indiv" "rent"
"1724" "indiv" "rent"
"1725" "indiv" "rent"
"1726" "indiv" "mortgage"
"1727" "indiv" "mortgage"
"1728" "indiv" "rent"
"1729" "joint" "mortgage"
"1730" "indiv" "mortgage"
"1731" "indiv" "rent"
"1732" "indiv" "mortgage"
"1733" "indiv" "mortgage"
"1734" "indiv" "rent"
"1735" "indiv" "mortgage"
"1736" "indiv" "mortgage"
"1737" "indiv" "rent"
"1738" "indiv" "rent"
"1739" "indiv" "rent"
"1740" "indiv" "rent"
"1741" "indiv" "mortgage"
"1742" "indiv" "own"
"1743" "indiv" "rent"
"1744" "indiv" "mortgage"
"1745" "indiv" "rent"
"1746" "indiv" "rent"
"1747" "indiv" "mortgage"
"1748" "indiv" "rent"
"1749" "indiv" "mortgage"
"1750" "indiv" "mortgage"
"1751" "indiv" "own"
"1752" "indiv" "rent"
"1753" "indiv" "mortgage"
"1754" "indiv" "rent"
"1755" "indiv" "mortgage"
"1756" "indiv" "mortgage"
"1757" "indiv" "mortgage"
"1758" "indiv" "rent"
"1759" "indiv" "rent"
"1760" "indiv" "rent"
"1761" "indiv" "mortgage"
"1762" "indiv" "rent"
"1763" "indiv" "rent"
"1764" "indiv" "rent"
"1765" "indiv" "mortgage"
"1766" "indiv" "rent"
"1767" "indiv" "mortgage"
"1768" "indiv" "rent"
"1769" "indiv" "own"
"1770" "indiv" "own"
"1771" "joint" "mortgage"
"1772" "indiv" "mortgage"
"1773" "indiv" "rent"
"1774" "indiv" "mortgage"
"1775" "joint" "mortgage"
"1776" "indiv" "rent"
"1777" "indiv" "own"
"1778" "joint" "own"
"1779" "indiv" "rent"
"1780" "indiv" "rent"
"1781" "indiv" "mortgage"
"1782" "indiv" "mortgage"
"1783" "indiv" "rent"
"1784" "indiv" "rent"
"1785" "indiv" "mortgage"
"1786" "indiv" "rent"
"1787" "indiv" "rent"
"1788" "indiv" "rent"
"1789" "indiv" "mortgage"
"1790" "indiv" "mortgage"
"1791" "indiv" "rent"
"1792" "indiv" "mortgage"
"1793" "indiv" "own"
"1794" "indiv" "own"
"1795" "indiv" "own"
"1796" "indiv" "mortgage"
"1797" "indiv" "rent"
"1798" "indiv" "rent"
"1799" "indiv" "rent"
"1800" "indiv" "rent"
"1801" "indiv" "own"
"1802" "indiv" "own"
"1803" "indiv" "rent"
"1804" "indiv" "mortgage"
"1805" "indiv" "rent"
"1806" "indiv" "rent"
"1807" "indiv" "mortgage"
"1808" "indiv" "rent"
"1809" "indiv" "rent"
"1810" "indiv" "mortgage"
"1811" "joint" "mortgage"
"1812" "joint" "rent"
"1813" "indiv" "mortgage"
"1814" "indiv" "mortgage"
"1815" "joint" "mortgage"
"1816" "indiv" "rent"
"1817" "indiv" "mortgage"
"1818" "indiv" "rent"
"1819" "indiv" "mortgage"
"1820" "indiv" "rent"
"1821" "indiv" "own"
"1822" "indiv" "rent"
"1823" "joint" "rent"
"1824" "indiv" "mortgage"
"1825" "indiv" "own"
"1826" "indiv" "mortgage"
"1827" "indiv" "rent"
"1828" "joint" "own"
"1829" "indiv" "own"
"1830" "indiv" "mortgage"
"1831" "indiv" "mortgage"
"1832" "indiv" "rent"
"1833" "indiv" "mortgage"
"1834" "indiv" "mortgage"
"1835" "indiv" "own"
"1836" "indiv" "rent"
"1837" "indiv" "mortgage"
"1838" "indiv" "rent"
"1839" "joint" "rent"
"1840" "indiv" "mortgage"
"1841" "indiv" "mortgage"
"1842" "indiv" "rent"
"1843" "indiv" "rent"
"1844" "indiv" "mortgage"
"1845" "indiv" "own"
"1846" "indiv" "mortgage"
"1847" "indiv" "mortgage"
"1848" "indiv" "mortgage"
"1849" "indiv" "own"
"1850" "joint" "mortgage"
"1851" "indiv" "own"
"1852" "indiv" "mortgage"
"1853" "indiv" "rent"
"1854" "indiv" "rent"
"1855" "joint" "mortgage"
"1856" "indiv" "mortgage"
"1857" "indiv" "rent"
"1858" "indiv" "mortgage"
"1859" "indiv" "mortgage"
"1860" "joint" "rent"
"1861" "indiv" "mortgage"
"1862" "joint" "mortgage"
"1863" "indiv" "rent"
"1864" "indiv" "rent"
"1865" "indiv" "rent"
"1866" "indiv" "rent"
"1867" "indiv" "mortgage"
"1868" "indiv" "rent"
"1869" "indiv" "own"
"1870" "joint" "own"
"1871" "indiv" "mortgage"
"1872" "indiv" "mortgage"
"1873" "indiv" "rent"
"1874" "indiv" "rent"
"1875" "indiv" "mortgage"
"1876" "indiv" "mortgage"
"1877" "indiv" "rent"
"1878" "indiv" "mortgage"
"1879" "indiv" "mortgage"
"1880" "indiv" "rent"
"1881" "indiv" "own"
"1882" "indiv" "mortgage"
"1883" "joint" "mortgage"
"1884" "indiv" "mortgage"
"1885" "indiv" "own"
"1886" "indiv" "rent"
"1887" "indiv" "rent"
"1888" "indiv" "mortgage"
"1889" "joint" "mortgage"
"1890" "indiv" "rent"
"1891" "joint" "mortgage"
"1892" "indiv" "own"
"1893" "indiv" "own"
"1894" "indiv" "mortgage"
"1895" "indiv" "rent"
"1896" "indiv" "mortgage"
"1897" "indiv" "mortgage"
"1898" "indiv" "mortgage"
"1899" "joint" "rent"
"1900" "indiv" "mortgage"
"1901" "indiv" "own"
"1902" "indiv" "mortgage"
"1903" "indiv" "mortgage"
"1904" "indiv" "rent"
"1905" "joint" "mortgage"
"1906" "indiv" "mortgage"
"1907" "indiv" "rent"
"1908" "indiv" "own"
"1909" "indiv" "mortgage"
"1910" "indiv" "mortgage"
"1911" "joint" "mortgage"
"1912" "indiv" "own"
"1913" "joint" "own"
"1914" "indiv" "own"
"1915" "joint" "mortgage"
"1916" "indiv" "rent"
"1917" "indiv" "mortgage"
"1918" "indiv" "rent"
"1919" "joint" "mortgage"
"1920" "indiv" "own"
"1921" "indiv" "mortgage"
"1922" "indiv" "mortgage"
"1923" "joint" "mortgage"
"1924" "indiv" "rent"
"1925" "indiv" "rent"
"1926" "indiv" "mortgage"
"1927" "indiv" "rent"
"1928" "joint" "own"
"1929" "indiv" "mortgage"
"1930" "indiv" "mortgage"
"1931" "indiv" "rent"
"1932" "indiv" "own"
"1933" "indiv" "rent"
"1934" "indiv" "rent"
"1935" "indiv" "mortgage"
"1936" "joint" "rent"
"1937" "joint" "mortgage"
"1938" "indiv" "rent"
"1939" "joint" "mortgage"
"1940" "indiv" "mortgage"
"1941" "indiv" "own"
"1942" "indiv" "mortgage"
